iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.187066666667,0.182266666667,0.150666666667,0.625866666667,0.635466666667,0.698666666667,0.071700592
10,0.187066666667,0.182266666667,0.150666666667,0.625866666667,0.635466666667,0.698666666667,0.307208388
20,0.187066666667,0.182266666667,0.150666666667,0.625866666667,0.635466666667,0.698666666667,0.46429461
30,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,0.65802261
40,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,0.854625453
50,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,0.997981358
60,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,1.145060407
70,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,1.265807701
80,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,1.453116885
90,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,1.587207357
100,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,1.730973908
110,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,1.868397002
120,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,2.004460197
130,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,2.160167567
140,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,2.299867233
150,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,2.434920584
160,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,2.568221402
170,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,2.760666547
180,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,2.92949079
190,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,3.099462135
200,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,3.243880868
210,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,3.392087773
220,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,3.537187347
230,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,3.673295674
240,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,3.812167714
250,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,3.953010187
260,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,4.095257653
270,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,4.235554217
280,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,4.371273958
290,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,4.508251618
300,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,4.649843782
310,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,4.797324731
320,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,4.935445137
330,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,5.071062236
340,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,5.205904821
350,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,5.346688508
360,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,5.50588122
370,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,5.646415105
380,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,5.793337575
390,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,5.949694783
400,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,6.079651965
410,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,6.252119608
420,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,6.388089589
430,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,6.530579117
440,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,6.667084228
450,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,6.806407986
460,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,6.954581253
470,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,7.090244973
480,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,7.235732487
490,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,7.383819047
500,0.312933333333,0.317733333333,0.349333333333,0.374133333333,0.364533333333,0.301333333333,7.528869106
