iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.187066666667,0.182266666667,0.150666666667,0.625866666667,0.635466666667,0.698666666667,0.31216395
10,0.187066666667,0.182266666667,0.150666666667,0.625866666667,0.635466666667,0.698666666667,2.727379705
20,0.187066666667,0.182266666667,0.150666666667,0.625866666667,0.635466666667,0.698666666667,4.937071552
30,0.117236876651,0.116199256172,0.109368254689,0.625866666667,0.635466666667,0.698666666667,6.528115569
40,0.117236876651,0.116199256172,0.109368254689,0.625866666667,0.635466666667,0.698666666667,7.981552111
50,0.117236876651,0.116199256172,0.109368254689,0.625866666667,0.635466666667,0.698666666667,9.470203302
60,0.117236876651,0.116199256172,0.109368254689,0.625866666667,0.635466666667,0.698666666667,10.953038859
70,0.117140785157,0.116039361099,0.108788319387,0.625866666667,0.635466666667,0.698666666667,12.508475239
80,0.117236876651,0.116199256172,0.109368254689,0.625866666667,0.635466666667,0.698666666667,14.007593285
90,0.117236876651,0.116199256172,0.109368254689,0.625866666667,0.635466666667,0.698666666667,15.539278624
100,0.117236876651,0.116199256172,0.109368254689,0.625866666667,0.635466666667,0.698666666667,17.045354769
110,0.117236876651,0.116199256172,0.109368254689,0.625866666667,0.635466666667,0.698666666667,18.607323029
120,0.117236876651,0.116199256172,0.109368254689,0.625866666667,0.635466666667,0.698666666667,20.129025724
130,0.117236876651,0.116199256172,0.109368254689,0.625866666667,0.635466666667,0.698666666667,21.713779485
140,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,23.179686018
150,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,24.733921734
160,0.12586500452,0.125929270413,0.12635235421,0.374133333333,0.364533333333,0.301333333333,26.511477782
170,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,28.032472165
180,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,29.494886618
190,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,31.070605511
200,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,32.595201222
210,0.187066666667,0.182266666667,0.150666666667,0.625866666667,0.635466666667,0.698666666667,34.075866162
220,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,35.521102988
230,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,37.066253304
240,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,38.604956278
250,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,40.237447645
260,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,41.722459834
270,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,43.236485474
280,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,44.714030738
290,0.117216652732,0.116167739928,0.109262397298,0.625866666667,0.635466666667,0.698666666667,46.215984416
300,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,47.724068075
310,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,49.258564147
320,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,50.77118174
330,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,52.338905969
340,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,53.833400452
350,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,55.441085224
360,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,57.065945788
370,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,58.537123107
380,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,59.997800489
390,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,61.544883634
400,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,62.97071783
410,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,64.438458789
420,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,65.901528365
430,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,67.41251793
440,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,68.918748787
450,0.117218182992,0.116170152454,0.109270618077,0.625866666667,0.635466666667,0.698666666667,70.400788228
460,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,72.014360367
470,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,73.93460234
480,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,75.459328541
490,0.118429449824,0.117720082141,0.113050078224,0.625866666667,0.635466666667,0.698666666667,76.910341593
500,0.187066666667,0.182266666667,0.150666666667,0.625866666667,0.635466666667,0.698666666667,78.386904699
